user_path_Compressed,unique_visitors,unique_visits
Home (X3)~The Google Merchandise Store - Log In (X2)~The Google Merchandise Store - My Account~product detail page (X20),1,1
Home (X3)~The Google Merchandise Store - Log In (X2)~The Google Merchandise Store - My Account (X2)~Home~product detail page,1,1
Home (X3)~The Google Merchandise Store - Log In (X2)~Home~product detail page (X7)~Shopping Cart (X2)~Checkout Your Information~Payment Method (X2)~Home~Store search results,1,1
Home (X3)~The Google Merchandise Store - Log In (X2)~Home~product detail page (X6)~Shopping Cart (X2)~The Google Merchandise Store - Log In (X8)~Home~product detail page (X2)~Shopping Cart (X2)~product detail page~Shopping Cart (X2)~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - Log In (X2)~Home~product detail page (X2)~Shopping Cart~Checkout Your Information~The Google Merchandise Store - Log In~Home (X2)~The Google Merchandise Store - Log In (X5)~Home~product detail page (X2)~Shopping Cart~product detail page~The Google Merchandise Store - Log In~Home~product detail page (X2)~Shopping Cart~The Google Merchandise Store - Log In (X5)~Home~product detail page (X2)~Shopping Cart (X2)~The Google Merchandise Store - Log In,1,1
Home (X3)~The Google Merchandise Store - Log In (X2)~Home~product detail page (X5)~Store search results (X2)~product detail page~Store search results (X4)~product detail page,1,1
Home (X3)~The Google Merchandise Store - Log In (X2)~Home~product detail page (X2),1,1
Home (X3)~The Google Merchandise Store - Log In (X2)~Home~product detail page (X11)~Shopping Cart~Checkout Your Information,1,1
Home (X2)~[product detail page~The Google Merchandise Store - Log In] (X2)~product detail page~The Google Merchandise Store - My Account~Store search results,1,1
Home (X3)~The Google Merchandise Store - Log In (X2)~Home~The Google Merchandise Store - My Account~Home,1,1
Home (X3)~The Google Merchandise Store - Log In (X2)~Home~The Google Merchandise Store - Log In~Home~product detail page~Home,1,1
Home (X3)~The Google Merchandise Store - Log In (X2)~Home~Store search results,1,1
Home (X3)~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart (X2)~product detail page (X2)~Shopping Cart~Checkout Your Information,1,1
Home (X3)~The Google Merchandise Store - Log In (X2)~Home (X2)~product detail page (X3)~Shopping Cart,1,1
Home (X3)~The Google Merchandise Store - Log In (X3)~Home,1,1
Home (X3)~The Google Merchandise Store - Log In (X3)~Home (X2),1,1
Home (X3)~The Google Merchandise Store - Log In (X3)~Home~Your Wishlist~Home~The Google Merchandise Store - Log In~Home~Your Wishlist~The Google Merchandise Store - My Account (X4)~The Google Merchandise Store - Log In (X2)~Home,1,1
Home (X3)~The Google Merchandise Store - Log In~Home (X3)~product detail page (X11)~Home~product detail page~Home (X2)~product detail page (X4)~Shopping Cart~product detail page~Shopping Cart (X2),1,1
Home (X3)~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account (X3),1,1
Home (X3)~The Google Merchandise Store - Log In~Home~Store search results~product detail page,1,1
Home (X3)~The Google Merchandise Store - Log In~Home~Shopping Cart~Home~product detail page (X8)~Shopping Cart~Checkout Your Information~Payment Method (X2)~Checkout Review~Checkout Confirmation (X2)~The Google Merchandise Store - My Account (X4),1,1
Home (X3)~The Google Merchandise Store - Log In~Home~Shopping Cart~Home~product detail page (X3)~Shopping Cart (X2)~product detail page (X2)~Shopping Cart~product detail page (X7)~[Shopping Cart~product detail page] (X2)~Shopping Cart (X2)~Checkout Your Information (X2)~Payment Method (X2)~Checkout Review~Checkout Confirmation (X2),1,1
Home (X3)~The Google Merchandise Store - Log In~Home (X4),1,1
Home (X3)~The Google Merchandise Store - Log In~Home (X3)~product detail page (X3),1,1
Home (X3)~The Google Merchandise Store - Log In~Home (X2)~product detail page (X13),1,1
Home (X3)~The Google Merchandise Store - Log In (X4)~Home,1,1
Home (X3)~The Google Merchandise Store - Log In~Home (X2),1,1
Home (X2)~[product detail page~Store search results] (X2)~product detail page~Store search results (X2)~product detail page,1,1
Home (X3)~The Google Merchandise Store - Log In (X7)~Home~Store search results~The Google Merchandise Store - My Account (X6)~product detail page~The Google Merchandise Store - My Account (X2)~Store search results,1,1
Home (X3)~The Google Merchandise Store - Log In (X7)~Home~Store search results~Home,1,1
Home (X3)~The Google Merchandise Store - Log In (X6)~Home (X2)~Frequently Asked Questions~Terms of Use~Home (X5),1,1
Home (X3)~The Google Merchandise Store - Log In (X5),1,1
Home (X2)~product detail page (X10)~Clearance Sale (X2)~product detail page~Shopping Cart~Home~product detail page (X7)~Shopping Cart~Frequently Asked Questions~Home (X2)~Shopping Cart~product detail page (X3),1,1
Home (X3)~Terms of Use~product detail page~Home~product detail page~Home (X5),1,1
Home (X3)~Terms of Use~Home~The Google Merchandise Store - Log In (X2)~Terms of Use,1,1
Home (X3)~Store search results (X6),1,1
Home (X2)~product detail page (X10)~Home (X2)~product detail page,1,1
Home (X2)~product detail page (X10)~Home~product detail page,1,1
Home (X3)~Store search results~Frequently Asked Questions~Terms of Use,1,1
Home (X3)~Store search results~Frequently Asked Questions~Home,1,1
Home (X3)~Store search results (X7)~product detail page~Home (X3)~Store search results (X4)~product detail page~Store search results~product detail page~Store search results (X2)~Shopping Cart~Home,1,1
Home (X3)~Store search results (X6)~product detail page~Home,1,1
Home (X3)~Store search results (X5)~Home,1,1
Home (X2)~product detail page (X10)~Home (X2)~Shopping Cart~product detail page,1,1
Home (X3)~Store search results (X4)~product detail page (X2),1,1
Home (X3)~Store search results (X4)~[Shopping Cart~Home~Store search results (X2)] (X2)~Shopping Cart,1,1
Home (X3)~Store search results (X4)~Shopping Cart (X3),1,1
Home (X3)~Store search results (X4)~Home~The Google Merchandise Store - Log In~product detail page (X3)~Shopping Cart (X3)~The Google Merchandise Store - Log In~Home~Frequently Asked Questions,1,1
Home (X3)~Store search results (X3)~product detail page~Store search results~Home,1,1
Home (X3)~Store search results (X3)~product detail page~Store search results (X6)~product detail page,1,1
Home (X3)~Store search results~Home (X3)~product detail page,1,1
Home (X3)~Store search results~Home~Store search results (X2)~The Google Merchandise Store - Log In (X2)~Home~Store search results~product detail page (X3)~Shopping Cart~Checkout Your Information,1,1
Home (X3)~Store search results~product detail page~Store search results~product detail page (X5)~Home~product detail page (X2),1,1
Home (X3)~Store search results~product detail page (X2),1,1
Home (X3)~Store search results~product detail page~Home (X2),1,1
Home (X3)~Store search results~product detail page~Home,1,1
Home (X3)~Store search results~product detail page (X4),1,1
Home (X3)~Store search results~product detail page (X3)~Shopping Cart~The Google Merchandise Store - Log In (X7)~Home~product detail page (X4)~Shopping Cart (X5)~Checkout Your Information (X2)~Shopping Cart (X3),1,1
Home (X3)~Store search results~product detail page (X3)~Home (X2),1,1
Home (X3)~Store search results~product detail page (X2)~Home~Store search results,1,1
Home (X2)~product detail page (X10)~Home (X2)~Shipping Information~Home,1,1
Home (X3)~Store search results~Home~Store search results~Home (X2)~Store search results,1,1
Home (X3)~Store search results~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~Store search results~Shopping Cart,1,1
Home (X3)~Store search results~Shopping Cart~Store search results (X4)~Shopping Cart (X2)~The Google Merchandise Store - Log In~Shopping Cart~Store search results~product detail page~Home (X2)~Store search results~Shopping Cart~Store search results~Home~Shopping Cart~The Google Merchandise Store - Log In (X9),1,1
Home (X3)~Store search results~Shopping Cart~Home~product detail page (X2),1,1
Home (X3)~Store search results~Shopping Cart~Home~product detail page,1,1
Home (X3)~Store search results~Shopping Cart,1,1
Home (X3)~Store search results~Home~Store search results~product detail page,1,1
Home (X3)~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account (X5),1,1
Home (X3)~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account (X5)~Shipping Information~The Google Merchandise Store - My Account (X3)~Return Policy~The Google Merchandise Store - My Account,1,1
Home (X3)~The Google Merchandise Store - Log In~Home~product detail page (X16),1,1
Home (X3)~[product detail page~Home] (X2)~product detail page (X8)~Home,1,1
Home (X3)~[product detail page~Home] (X3)~product detail page~Home (X2)~product detail page~Home~product detail page (X4)~Home~product detail page (X2)~Home~product detail page~Home~product detail page (X2)~[Home (X2)~product detail page] (X2)~Home (X3)~Store search results~Frequently Asked Questions,1,1
Home (X3)~[product detail page~Home] (X3)~product detail page (X2)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information,1,1
Home (X3)~[product detail page~Home] (X3)~product detail page,1,1
Home (X2)~[product detail page~Store search results] (X2)~Home (X2)~product detail page (X5),1,1
Home (X3)~[product detail page~Home] (X2)~product detail page~Home (X3)~product detail page~Home,1,1
Home (X3)~[product detail page~Home] (X2)~product detail page~Home (X3)~Shipping Information~Return Policy,1,1
Home (X3)~[product detail page~Home] (X2)~product detail page (X5)~Home~product detail page (X4)~Home~Store search results (X4)~[product detail page~Home] (X2)~product detail page (X2)~Home,1,1
Home (X3)~[product detail page~Home] (X4),1,1
Home (X3)~[product detail page~Home] (X2)~product detail page (X5)~Home (X3)~product detail page~Home,1,1
Home (X3)~[product detail page~Home] (X2)~product detail page (X4)~Home (X4)~product detail page (X2)~Shopping Cart~product detail page,1,1
Home (X3)~[product detail page~Home] (X2)~product detail page (X4),1,1
Home (X3)~[product detail page~Home] (X2)~product detail page (X3)~Home~product detail page~Home~product detail page (X6)~[Home~product detail page] (X2)~Home~product detail page (X4)~Home~product detail page~Home (X7)~product detail page (X17),1,1
Home (X3)~[product detail page~Home] (X2)~product detail page (X3)~Home,1,1
Home (X3)~[product detail page~Home] (X2)~product detail page (X3),1,1
Home (X3)~[product detail page~Home] (X3)~product detail page~Home (X3),1,1
Home (X3)~[product detail page~Home] (X4)~product detail page (X2),1,1
Home (X2)~[product detail page~Store search results] (X2)~product detail page,1,1
Home (X2)~[product detail page~Store search results (X2)] (X2)~product detail page~Home (X2),1,1
Home (X3)~product detail page (X11)~Home~product detail page (X9)~Home~product detail page (X4)~Home (X2)~product detail page,1,1
Home (X2)~[product detail page~Store search results (X2)] (X2)~Shopping Cart~Store search results,1,1
Home (X3)~product detail page (X10)~Shopping Cart~product detail page~Shopping Cart (X2)~The Google Merchandise Store - Log In (X2)~product detail page (X4),1,1
Home (X3)~product detail page (X10)~Shopping Cart~product detail page~Shopping Cart (X2),1,1
Home (X3)~product detail page (X10)~Shopping Cart~product detail page (X3)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart (X4)~Checkout Your Information,1,1
Home (X3)~product detail page (X10)~Shopping Cart (X2),1,1
Home (X2)~[product detail page~Store search results] (X2)~Home (X2)~Store search results (X2)~product detail page,1,1
Home (X3)~[product detail page~Home] (X4)~product detail page (X2)~Home (X4)~product detail page~Home (X3)~product detail page~Home (X2)~product detail page~Home,1,1
Home (X3)~[product detail page~Store search results (X2)] (X2),1,1
Home (X3)~[product detail page~Shopping Cart] (X2)~Checkout Your Information~The Google Merchandise Store - My Account,1,1
Home (X3)~[product detail page~Home] (X6)~product detail page~Home (X9)~[product detail page~Home] (X5)~product detail page (X5)~Home~product detail page (X2)~Home (X5)~product detail page (X5)~Shopping Cart (X3)~Home~product detail page~Home~product detail page (X2)~[Home~product detail page] (X2)~Home~product detail page (X3)~Home (X2)~product detail page (X2)~Home~product detail page~Shopping Cart~Home~product detail page,1,1
Home (X3)~[product detail page~Home] (X5),1,1
Home (X3)~[product detail page~Home] (X4)~product detail page (X8),1,1
Home (X3)~[product detail page~Home] (X4)~product detail page (X3)~Shopping Cart (X2)~Home~Shopping Cart,1,1
Home (X3)~[product detail page~Home] (X2)~product detail page (X2),1,1
Home (X2)~[product detail page~Store search results] (X2)~product detail page~Home,1,1
Home (X3)~The Google Merchandise Store - Log In~Home~product detail page (X2),1,1
Home (X3)~The Google Merchandise Store - Log In~product detail page (X2)~Your Wishlist~product detail page (X7),1,1
Home (X3)~The Google Merchandise Store - My Account~Home~product detail page (X3)~Store search results (X2),1,1
Home (X3)~The Google Merchandise Store - My Account (X3)~product detail page (X3)~Shopping Cart~product detail page (X15)~Shipping Information~Shopping Cart~Checkout Your Information (X3)~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2),1,1
Home (X3)~The Google Merchandise Store - My Account (X2)~Store search results (X2)~product detail page~Shopping Cart~Checkout Your Information (X3)~Payment Method~Checkout Your Information~Shopping Cart (X2)~product detail page,1,1
Home (X3)~The Google Merchandise Store - My Account,1,1
Home (X3)~The Google Merchandise Store - Log In~product detail page (X7),1,1
Home (X3)~The Google Merchandise Store - Log In~product detail page (X4)~Shopping Cart (X3)~product detail page (X13)~Shopping Cart (X5)~product detail page~Shopping Cart~Checkout Your Information,1,1
Home (X3)~The Google Merchandise Store - Log In~The Google Merchandise Store - My Account (X3)~product detail page (X2),1,1
Home (X3)~[Clearance Sale~Home] (X3)~product detail page~Home (X2)~product detail page (X4)~Home~product detail page~Home (X2)~product detail page (X2)~Home~Store search results~product detail page (X6)~Home~product detail page (X3)~Home~product detail page (X12)~Shopping Cart~product detail page~Home~product detail page (X2)~Home (X3)~Shopping Cart~The Google Merchandise Store - Log In (X4)~Shopping Cart (X2)~product detail page~Store search results (X2),1,1
