user_path_Compressed_no_Counts,is_frustrated,frustrated_reasons
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~The Google Merchandise Store - Log In~product detail page~Home~product detail page~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information,Y,account_blocked|form_friction|indecision
product detail page~Shipping Information~product detail page~Shipping Information,N,
Shipping Information~Home~product detail page~Shopping Cart~Shipping Information,N,
Shopping Cart~Home~product detail page~Shipping Information~product detail page~Home~Shopping Cart~product detail page~Frequently Asked Questions,Y,indecision
product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Shipping Information~Frequently Asked Questions,N,
Page Unavailable~Home~Page Unavailable~Home~product detail page~Store search results,Y,technical_issue
Home~product detail page~Home~Page Unavailable~product detail page,Y,technical_issue
Home~product detail page~Shopping Cart~Checkout Your Information~The Google Merchandise Store - My Account~product detail page~Shopping Cart~Home~Shopping Cart,Y,form_friction|indecision
product detail page~Terms of Use~Shopping Cart,N,
product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Home~Store search results,Y,price_shock
Home~product detail page~Store search results~Home~product detail page~Home~Store search results~product detail page,N,
Home~product detail page~The Google Merchandise Store - Log In~Home~product detail page~Home~product detail page~Home,Y,indecision
Page Unavailable~product detail page~Home~The Google Merchandise Store - Log In~product detail page~The Google Merchandise Store - Log In~product detail page,Y,account_blocked|technical_issue
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~The Google Merchandise Store - Register~The Google Merchandise Store - Log In~The Google Merchandise Store - Register~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information,Y,account_blocked
Home~product detail page~Home~Store search results~Home~product detail page~Home,N,
Home~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart,Y,indecision
The Google Merchandise Store - Log In~The Google Merchandise Store - My Account~product detail page~Return Policy,N,
Home~Store search results~product detail page~Home~Store search results~product detail page~Store search results~product detail page~Store search results~Shopping Cart~Home,Y,indecision|search_struggle
Home~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account~Home~product detail page~Shopping Cart,N,
product detail page~Shopping Cart~The Google Merchandise Store - Log In~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~The Google Merchandise Store - Log In,Y,account_blocked|payment_friction
Home~Shopping Cart~Store search results~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~Store search results~product detail page~Shopping Cart~Store search results~Shopping Cart~Store search results~Shopping Cart~Store search results~product detail page~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~Payment Method,Y,indecision|search_struggle
Home~Checkout Review~product detail page,N,
product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Shopping Cart~product detail page,Y,indecision
Home~The Google Merchandise Store - Log In~Frequently Asked Questions~product detail page,N,
Home~product detail page~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information,Y,indecision
Home~product detail page~Home~product detail page~Frequently Asked Questions~product detail page,N,
Page Unavailable~product detail page~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In,Y,technical_issue
Home~Shopping Cart~Home~product detail page~Shopping Cart~product detail page,Y,indecision
Home~product detail page~Home~product detail page~Clearance Sale~product detail page~Shopping Cart~Return Policy~Frequently Asked Questions,Y,price_shock
Home~product detail page~Shopping Cart~Home~product detail page~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~Payment Method,Y,indecision
Home~product detail page~Store search results~product detail page~Store search results~product detail page~Shopping Cart~Store search results~Shopping Cart~Store search results~Shopping Cart~Home,Y,indecision|search_struggle
product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Shopping Cart~product detail page,Y,form_friction
product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Store search results~product detail page~Store search results,Y,indecision
Home~Frequently Asked Questions~product detail page~Frequently Asked Questions~product detail page,N,
Home~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Checkout Your Information~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review,Y,form_friction|payment_friction
Shopping Cart~The Google Merchandise Store - Log In~Home~product detail page~The Google Merchandise Store - My Account~product detail page,N,
Home~The Google Merchandise Store - Log In~product detail page~Shopping Cart~Checkout Your Information~Shopping Cart,Y,form_friction
Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Your Wishlist~Shopping Cart~product detail page~The Google Merchandise Store - My Account~product detail page~Your Wishlist~product detail page,Y,account_blocked|form_friction|indecision
product detail page~Shopping Cart~The Google Merchandise Store - Log In~product detail page~Shopping Cart~product detail page,Y,indecision
product detail page~Home~product detail page~Spring Sale~Shopping Cart,N,
product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information,Y,indecision
The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account~Store search results~product detail page,N,
Home~product detail page~Shopping Cart~product detail page~Home~product detail page~Home~Shopping Cart~The Google Merchandise Store - Log In,Y,indecision
Home~Shopping Cart~product detail page~Store search results~Shopping Cart~Shipping Information,N,
Shopping Cart~product detail page~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~Checkout Your Information~Shopping Cart~product detail page,Y,form_friction
product detail page~Home~product detail page~Shipping Information~Return Policy~Frequently Asked Questions~product detail page~Home~product detail page,Y,indecision
Home~product detail page~The Google Merchandise Store - Log In~Shopping Cart~product detail page,N,
Home~product detail page~Store search results~Terms of Use~Home,N,
Home~product detail page~Home~product detail page~Home~product detail page~Shipping Information,Y,indecision
Home~product detail page~Clearance Sale~Shopping Cart~Store search results~Home~Store search results~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~Store search results~product detail page~Store search results~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Payment Method~The Google Merchandise Store - My Account~product detail page~Home~Shopping Cart,Y,indecision|payment_friction
product detail page~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shipping Information~The Google Merchandise Store - Log In~Shopping Cart~The Google Merchandise Store - Log In~Home,Y,account_blocked|indecision
The Google Merchandise Store - Log In~The Google Merchandise Store - My Account~product detail page~The Google Merchandise Store - My Account~product detail page~The Google Merchandise Store - My Account~product detail page~Shopping Cart~Checkout Your Information~Payment Method~The Google Merchandise Store - My Account,Y,payment_friction
Home~product detail page~Store search results~product detail page~Store search results~product detail page~Home~product detail page~Store search results~product detail page~Home~product detail page,Y,indecision
product detail page~Home~Shopping Cart~The Google Merchandise Store - Log In~Home~product detail page~Home~product detail page~Shopping Cart~Checkout Your Information,Y,indecision
product detail page~Shopping Cart~product detail page~Shopping Cart~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Shopping Cart,Y,form_friction|indecision
Home~Shopping Cart~product detail page~Home~product detail page~Home,N,
product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~Payment Method,Y,account_blocked
Home~product detail page~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~Payment Method~Checkout Review~Home,Y,indecision
Home~Store search results~product detail page~Home~product detail page~Home~Store search results,N,
